Metric,Value
read_bandwidth_Bps,3540747
write_bandwidth_Bps,0
total_bandwidth_Bps,3540747
bandwidth_utilization_%,0.0005532417187499999
read_latency_avg_cycles,86.255431
row_hits,14406
row_misses,17581
row_conflicts,233
row_hit_rate_%,44.71135940409683
row_miss_rate_%,54.565487274984484
row_conflict_rate_%,0.7231533209186841
avg_queue_length,0.000932
read_transaction_bytes,8248320
write_transaction_bytes,0
total_read_requests,32220
