Workload,Instructions,Cycles,IPC,Execution_Time_s,L1I_Hits,L1I_Misses,L1I_Miss_Rate_%,L1D_Hits,L1D_Misses,L1D_Miss_Rate_%,L1_Hits,L1_Misses,L1_Miss_Rate_%,L2_Hits,L2_Misses,L2_Miss_Rate_%,L3_Hits,L3_Misses,L3_Miss_Rate_%,L1_MPKI,L2_MPKI,L3_MPKI,LFMR,L1I_Energy_pJ,L1D_Energy_pJ,L2_Energy_pJ,L3_Energy_pJ,Memory_Energy_pJ,CPU_Core_Energy_pJ,Total_Cache_Energy_pJ,Total_System_Energy_pJ,Average_Power_mW,Perf_Power_Ratio_IPC_per_mW
adaboost_client_host,22632201540,6497090789,3.4834,2.707121,418514054,16383922,3.77,111274349,51837,0.05,111274349,51837,0.05,16408446,15270,0.09,13592,13827,50.43,0.0,0.0,0.0,0.2667,6818380236.0,1670825856.0,756208626.0,39171048.0,27654.0,649709078.9,9284585766.0,9934322498.9,3.6697,949242.7869
adaboost_client_pim_data,20813011197,6727907123,3.0935,2.803295,390479378,11022711,2.75,102663642,51046,0.05,102663642,51046,0.05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6220940133.0,1541639148.0,0.0,0.0,0.0,672790712.3,7762579281.0,8435369993.3,3.0091,1028062.5516
adaboost_pim_client_full,20813011209,6721549459,3.0965,2.800646,390609441,11197569,2.79,102663489,51042,0.05,102663489,51042,0.05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6228661392.0,1541636721.0,0.0,0.0,0.0,672154945.9,7770298113.0,8442453058.9,3.0145,1027200.0263
adaboost_pim_compute,20813011255,6721547860,3.0965,2.800645,390609448,11197570,2.79,102663359,51046,0.05,102663359,51046,0.05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6228661530.0,1541634903.0,0.0,0.0,0.0,672154786.0,7770296433.0,8442451219.0,3.0145,1027200.2524
adaboost_pim_network,20813011272,6727853873,3.0936,2.803272,390479405,11022689,2.75,102663647,51051,0.05,102663647,51051,0.05,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,6220939812.0,1541639388.0,0.0,0.0,0.0,672785387.3,7762579200.0,8435364587.3,3.0091,1028063.2141
